a1,a2
36,2742
61,5956
72,4495
84,10221
163,19869
177,12716
107,51090
152,52648
364,33986
173,24536
227,62811
217,53169
236,123470
190,60142
175,76510
313,68171
233,63533
188,47945
208,27772
129,22001
142,34073
166,27568
158,12512
82,5175
64,3348
45,1290
36,649
22,101
1,22
12,5
1,4
1,1
