a1,a2
1281,4808
1107,3897
1004,7437
1681,4977
473,4515
3092,28369
3450,15347
2682,14451
4400,27128
6627,28999
5101,19870
2114,8186
3420,10751
2590,18337
1488,8056
1434,7135
753,5742
1001,9395
987,10460
1659,14179
1172,5487
1142,9628
1268,4980
1832,3409
675,2278
668,806
264,476
65,84
25,9
5,4
1,1
