a1,a2
763,704
961,1398
900,1539
1161,695
5409,7231
4772,4500
7156,7089
5364,5640
2522,2564
1766,2687
4534,1987
2431,2159
3868,3346
1982,1718
3226,2561
2095,2665
1942,2326
2747,1014
1738,861
1025,510
1485,892
879,1203
1053,1191
561,577
570,288
228,97
134,130
63,22
17,6
5,3
1,1
