a1,a2
5,8
11,10
6,6
6,5
6,6
6,6
6,7
8,6
7,8
6,8
6,8
5,9
7,8
7,8
7,8
7,8
7,8
6,6
4,4
6,5
5,5
5,6
5,5
4,4
5,5
4,4
5,5
4,4
4,4
3,3
1,1
