a1,a2
41,136
80,392
90,334
77,235
66,250
58,357
62,331
62,224
62,473
137,522
93,444
92,351
140,484
116,574
156,625
165,579
84,856
212,528
150,256
97,227
82,268
85,94
55,78
42,35
31,78
26,51
27,24
13,36
12,11
4,2
1,0
