a1,a2
274,5336
289,6151
407,7945
188,9229
195,4503
150,3617
382,10930
501,8981
155,8637
198,11033
645,17235
622,10941
398,15345
458,7512
388,16900
705,20380
521,12773
137,7385
103,3978
43,3445
223,3240
130,1621
92,1501
43,912
33,547
23,261
40,292
16,65
25,18
7,5
1,1
