a1,a2
17,40
26,69
25,85
12,86
24,126
29,87
39,226
28,101
39,246
33,189
38,135
40,98
32,161
43,171
31,93
24,83
29,128
22,69
21,79
23,42
24,43
18,23
18,59
14,56
12,29
14,40
13,10
10,8
7,5
4,3
1,1
