a1,a2
77,5236
83,6980
143,12132
121,14599
138,13808
111,18479
171,20310
171,20462
132,29927
94,7163
95,5600
132,10355
153,3512
89,8907
76,10903
94,3987
253,4604
117,3837
86,2403
50,1221
37,1311
24,1637
36,2944
78,2647
44,1054
24,337
1,42
1,23
1,9
1,6
1,1
