a1,a2
220,721
451,1423
432,1945
783,3285
955,2842
343,2064
74,2789
308,2451
450,2522
394,1918
341,2617
387,1283
749,3083
908,3086
396,1332
323,701
386,871
215,1993
424,1045
277,837
270,573
381,279
277,947
229,383
89,53
53,124
83,64
65,86
35,16
11,2
8,1
2,
