a1,a2
228,164
239,563
467,448
227,394
193,215
326,729
603,939
895,709
826,566
571,588
1241,1222
1103,1001
829,1253
1113,676
741,935
1367,1276
599,898
979,776
913,911
725,625
575,511
668,204
300,153
410,230
660,333
545,328
278,153
169,90
67,32
10,7
2,2
