a1,a2
4,129
4,462
6,428
5,369
6,336
4,1102
5,426
6,701
6,1063
4,589
3,532
4,577
4,231
4,389
3,356
4,213
5,265
4,309
3,166
4,148
4,109
4,1
3,42
4,194
4,119
4,63
8,58
4,46
4,19
1,14
4,1
4,1
1,
