a1,a2
11,5550
29,6932
7,9632
5,14012
6,10126
7,57473
7,19460
7,27432
7,38522
7,14908
7,10575
8,16114
7,4890
6,9215
8,9233
5,3593
7,4727
7,8119
6,8621
3,5118
6,3055
5,2073
5,2356
5,559
4,533
5,224
3,101
4,64
5,12
5,2
2,
