a1,a2
5,17
7,25
7,22
8,29
9,25
17,50
8,69
9,56
10,76
9,53
12,65
9,64
10,89
9,49
8,68
7,58
6,58
6,44
6,38
6,44
7,40
7,34
4,36
7,27
6,27
6,20
4,14
5,9
5,10
4,9
2,4
