a1,a2
365,228
515,403
1236,312
1030,1520
1135,1355
1373,1598
3604,1427
1796,1417
2579,3772
7151,4535
4784,3493
5132,1907
7900,5452
5293,5209
5782,2438
6216,4086
7540,1979
4151,3915
5263,4834
3414,3038
2991,1753
1640,1667
1167,1160
1544,1251
1056,571
609,222
155,88
98,37
54,29
23,2
9,2
4,
