a1,a2
666,3145
948,3854
2797,16427
3326,18306
6617,23981
6669,37002
10849,29803
5932,36339
11675,49222
10071,89625
15864,139297
23262,129976
20355,147274
42223,231045
32820,123711
16447,117708
5302,143075
3677,42049
4684,35333
3142,12667
1340,14139
4603,25357
2848,13162
1579,5482
1087,4361
649,921
304,193
109,134
40,22
1,10
5,1
1,
