a1,a2
20,148
21,328
32,682
33,763
36,636
46,1540
54,1353
70,1995
94,2056
110,1028
102,1328
67,921
56,5039
40,1699
36,1208
29,1913
22,1194
21,738
26,705
19,924
34,664
13,614
21,207
11,191
12,147
8,128
10,44
8,12
6,1
4,8
1,4
1,1
