a1,a2
24,898
7,1647
8,1647
8,4178
8,10830
8,6067
18,6933
11,3412
11,10112
19,18778
11,8115
11,60196
11,31904
10,12217
10,5525
8,5669
5,2067
7,3290
6,2984
5,1853
6,1782
6,2755
4,1533
5,1047
4,653
4,618
5,232
5,88
3,14
5,7
2,2
