a1,a2
7,193
6,322
7,192
6,737
5,578
6,766
6,3561
9,1199
7,1087
9,1084
7,706
7,865
10,397
10,1156
7,815
9,656
10,242
7,524
8,320
6,718
6,196
4,280
7,293
7,144
4,164
4,117
3,99
5,31
3,12
3,6
1,1
