a1,a2
7,74
7,155
9,186
9,102
9,191
11,132
8,243
7,234
7,180
6,174
5,218
5,192
5,272
6,173
4,201
5,214
6,151
5,148
3,173
3,110
3,104
3,109
4,89
3,77
4,67
5,44
3,40
3,26
3,14
3,5
1,1
