a1,a2
25,65
31,154
48,225
45,371
54,183
63,126
77,193
46,138
41,191
53,134
53,213
36,207
41,298
40,217
52,304
41,242
44,272
32,161
24,133
17,149
22,117
24,80
17,47
11,99
11,64
7,31
5,30
5,28
9,11
5,4
1,1
