a1,a2
358,983
523,2156
1210,2659
1043,4579
1375,5193
1220,7488
1850,3619
895,11112
1413,12164
3671,25354
4467,24806
5864,24844
5124,37518
4454,21922
2702,15794
1968,22051
1732,6112
1882,13354
979,4447
427,4272
409,2557
360,4062
175,1727
281,479
160,388
183,164
173,152
108,46
43,11
9,5
1,1
