a1,a2
49,143
91,312
120,568
137,620
105,700
150,891
124,640
74,544
171,1092
358,1704
371,2675
740,4048
481,1708
260,1398
349,1279
151,655
124,846
263,1321
211,975
309,1252
112,745
135,660
106,287
73,233
32,136
55,284
63,146
31,43
24,13
6,1
4,1
1,
