a1,a2
56,3720
91,8177
112,5730
97,13037
147,26550
245,16580
130,63478
193,70004
397,42181
216,30754
314,82526
249,66502
222,138605
216,69520
187,86905
317,75272
273,65036
220,45381
221,25370
122,21407
141,32321
149,25826
129,12285
87,5343
72,3257
48,1229
42,671
23,129
1,27
15,6
1,4
1,1
