a1,a2
71,62
95,92
128,131
186,178
194,238
205,179
170,250
153,215
289,247
215,165
136,370
112,80
207,279
277,272
190,305
206,342
406,242
320,242
220,168
263,116
145,89
159,155
112,76
84,56
113,144
66,73
59,42
29,32
30,27
9,6
2,1
