a1,a2
1282,974
2486,1541
7565,7103
7077,7008
6237,8696
15170,5081
23374,10505
8593,33133
12841,19513
14534,22878
7540,9754
12445,8129
1831,1900
2781,4735
7569,8786
7027,7329
3957,3992
2436,5756
3719,4870
1830,2642
1242,2526
3685,3538
2220,1358
446,1365
928,1329
306,431
194,258
119,114
51,25
10,5
1,1
