a1,a2
71,878
29,2040
46,6443
47,8898
40,9227
66,12276
106,10106
93,7000
97,5098
51,8777
72,19123
98,13621
75,22313
67,28365
59,15831
30,13384
24,7916
17,4792
12,4060
11,3029
10,3874
17,2839
14,1420
9,829
7,360
13,371
10,244
9,97
5,27
6,4
1,1
