a1,a2
20,14
24,23
34,34
38,38
48,42
54,62
82,69
109,107
82,43
84,63
85,39
56,36
67,36
83,50
52,38
43,33
38,45
25,50
38,32
32,35
28,29
32,12
35,13
37,28
32,28
24,16
18,12
14,17
9,9
8,4
2,1
