a1,a2
25,3844
23,8364
26,5607
35,19895
30,13974
50,37743
51,46710
44,34686
57,33171
40,18982
51,44999
49,61576
66,69152
98,33523
65,31097
62,35289
51,56855
69,58838
38,46416
53,53956
50,33585
52,21450
47,34132
42,8112
33,4287
25,2098
22,1045
14,245
12,23
8,7
2,2
