a1,a2
21,210
29,421
40,595
33,1362
64,1063
64,1539
60,1108
78,1377
79,1308
76,1920
58,1948
87,2459
76,716
53,146
43,277
49,910
47,647
45,596
45,356
39,222
35,258
33,313
28,440
27,581
26,357
23,446
31,268
14,94
13,19
10,2
5,1
1,
