a1,a2
6,3911
5,2946
6,5151
7,9467
7,13244
7,12188
5,18648
7,37200
8,41174
5,51830
7,39978
8,29288
8,47952
6,35284
9,19804
7,39277
5,23295
7,21040
7,14787
6,18937
6,20708
6,12290
6,6129
5,8986
6,5813
4,2312
3,456
4,217
3,15
3,5
1,2
