a1,a2
66,50
94,123
207,64
200,140
145,142
141,104
122,57
202,75
120,142
183,61
174,153
179,153
154,230
141,144
167,110
156,116
218,124
90,163
110,241
133,205
158,194
84,114
70,151
55,100
46,91
76,107
89,58
39,33
29,24
10,8
2,2
