a1,a2
250,980
552,2248
1244,2212
1072,7096
1468,8568
1763,5514
1890,13131
3196,3882
1399,6451
2283,5924
1923,7018
2510,2165
994,5467
1834,8563
2393,5938
2962,7747
1392,5481
1340,5230
1234,4385
1378,6873
530,3338
835,3902
857,2563
641,1096
422,305
140,190
183,129
128,62
59,21
17,8
2,2
