a1,a2
16,958
10,2490
8,1550
9,7494
9,17244
10,19790
23,17443
10,8897
11,13531
7,15781
8,12496
11,11226
10,13623
9,10005
10,6117
10,11695
6,5656
8,8442
8,3217
5,1810
4,1351
5,2022
6,1540
5,1219
4,1062
6,328
5,343
6,126
4,24
5,6
1,1
