a1,a2
72,242
112,409
73,901
135,414
229,1001
405,1750
219,707
229,774
361,953
254,1572
343,2418
286,1433
288,1451
155,2047
419,2732
340,2022
429,853
290,1372
303,675
162,1114
291,770
200,966
140,302
95,492
102,260
62,158
69,46
18,45
13,22
11,4
2,2
