a1,a2
266,3743
270,3753
373,6486
1028,38230
2068,59237
1074,61548
1714,55360
1543,66530
1729,97930
1912,79825
1124,86068
997,58947
2660,110283
2127,47872
1752,22898
1823,49419
1698,23044
1080,25050
1272,13476
1210,39070
1545,21076
616,10452
450,7609
466,3624
271,1715
173,365
101,94
53,104
20,14
9,4
1,1
