a1,a2
7,134
5,313
5,770
6,1049
6,1015
8,2240
9,1026
9,1198
7,2957
8,3679
5,885
6,2746
9,1827
8,1746
7,1747
8,714
6,1039
6,697
4,865
6,237
4,409
4,515
5,456
5,293
8,210
4,180
3,124
3,68
4,13
2,1
4,2
1,
