a1,a2
6,61
11,192
9,78
8,213
9,281
8,362
7,312
8,195
6,274
7,186
5,479
5,210
4,137
6,148
4,211
5,181
3,155
5,144
6,126
5,81
6,123
7,105
7,125
5,82
4,135
5,107
4,71
6,27
4,13
4,5
1,1
