a1,a2
14,35
10,45
8,22
10,32
8,31
8,54
16,59
6,49
8,63
8,51
8,61
7,50
6,61
7,36
9,25
8,37
9,50
9,31
6,38
7,32
6,37
6,32
6,31
6,26
6,22
6,17
5,24
4,15
5,9
2,7
2,1
