a1,a2
1107,977
1075,940
1855,3297
3264,2859
7683,6828
8302,5747
4242,3995
6642,4215
7907,6653
16237,9772
6785,6447
9307,15923
11173,11339
5757,7525
2632,3925
3507,4600
5276,6146
4678,4935
4307,3772
3161,3407
2967,2442
1419,1510
2275,1617
801,557
350,267
428,82
129,52
72,52
31,15
6,1
5,1
1,
