a1,a2
240,195
471,503
1053,342
1170,1562
1143,1280
1390,1263
2753,1701
2602,2234
2055,2473
2575,1403
2475,2188
1974,2460
2196,1868
1090,1891
1283,2179
1443,2580
1917,913
1625,1130
1046,1035
801,328
939,621
1029,625
552,290
631,179
603,481
393,122
84,91
58,119
113,60
28,16
3,3
