a1,a2
88,1317
97,1360
157,1642
154,2625
343,3270
234,3059
186,10241
452,8137
168,10981
437,20413
365,10371
251,9649
283,13747
387,10208
403,6996
446,16518
435,6755
448,5843
336,6865
114,3417
208,4371
165,3037
97,1956
79,1485
83,1512
58,673
48,183
17,46
19,18
10,6
2,1
