a1,a2
5,1605
5,4062
4,4201
3,1185
4,3849
3,10650
4,12842
4,9830
4,17704
4,22684
4,52458
4,44072
4,34619
4,19699
4,26508
4,31904
4,31979
4,29902
4,69488
4,50847
5,36324
5,37771
5,19731
6,10347
4,6686
6,3406
6,1338
3,239
5,19
1,13
3,1
1,
