a1,a2
47,246
77,547
89,716
93,744
84,698
70,994
202,1975
171,1347
138,2292
368,2650
274,2111
348,2658
281,2196
269,1660
162,1722
230,697
175,842
123,584
97,531
99,717
141,617
92,563
30,523
23,389
70,371
28,88
27,14
12,1
18,20
10,10
6,1
1,
