a1,a2
14,49
22,102
29,117
30,243
24,138
16,182
38,211
40,286
44,274
34,298
32,315
32,261
43,179
48,114
33,132
43,97
49,95
37,445
67,513
36,233
35,217
27,201
33,259
36,224
24,101
26,45
23,19
18,14
11,20
7,5
0,0
