a1,a2
4,60
5,101
4,109
4,243
4,302
3,160
4,194
4,404
5,294
5,322
4,384
4,342
5,302
5,330
6,255
4,179
4,226
4,215
4,228
4,127
4,140
4,104
4,112
5,106
3,109
4,110
3,69
5,39
4,12
4,1
4,1
1,
