a1,a2
214,1294
525,4006
834,4811
602,1334
698,4174
1071,21397
1954,25615
2438,34604
2290,29851
3284,38707
4113,32823
2337,34937
3225,55156
3161,30138
1976,11363
996,7292
1015,4627
1124,8417
1680,13965
1356,5432
1497,4595
1431,6772
822,3690
494,1785
192,1493
46,366
1,364
88,121
52,46
12,11
4,1
1,
