a1,a2
51,231
70,565
89,807
100,792
90,714
70,1022
211,2060
167,1405
142,2081
349,2243
272,1932
287,2491
303,2570
322,1876
172,1882
245,824
171,949
115,685
94,518
93,777
168,645
97,548
33,538
26,350
70,332
29,83
24,11
10,1
15,21
11,10
6,1
1,
