a1,a2
188,217
309,574
494,699
300,708
313,346
499,1253
1154,1105
413,611
595,1705
1595,3138
1917,2361
598,1949
627,1544
834,1917
1428,1837
1091,1515
1196,1420
707,2210
218,588
68,385
316,564
351,768
365,767
251,1010
659,592
352,260
75,125
59,43
44,20
11,4
1,1
