a1,a2
45,6756
78,23347
84,48394
100,46208
79,38954
67,62640
225,133249
171,85506
143,149523
309,251409
309,279973
273,288589
257,168016
191,118956
167,59568
36,38255
81,25841
59,48119
32,10659
37,6955
31,18452
101,12940
58,8553
45,2133
20,1041
42,1249
35,168
39,41
13,11
9,5
1,0
