a1,a2
14,6814
17,23372
20,38551
19,20008
11,11858
17,5576
6,7027
16,24790
16,98265
20,291565
34,226166
39,249078
29,99469
40,140161
48,71938
36,63776
43,37909
24,144789
23,106835
27,51116
28,58030
24,52737
21,57138
24,25647
10,11286
11,6092
10,1385
9,192
11,20
8,6
1,1
