a1,a2
4,1269
4,3844
5,5191
6,1417
5,4291
4,12523
7,15498
5,12678
6,22106
5,26320
4,67539
4,62286
5,49918
4,29610
4,39793
5,45646
5,47151
5,39944
4,62886
5,44880
6,32893
4,29856
4,14524
3,8897
3,5006
4,2775
3,1047
3,209
3,17
1,11
3,1
1,
