a1,a2
49,47
77,100
128,102
195,244
199,132
93,148
157,313
298,249
148,263
133,189
187,305
266,434
292,310
299,318
219,339
205,251
155,165
215,238
225,214
165,181
214,171
147,152
173,138
145,114
94,68
89,55
56,34
51,23
35,19
11,5
1,1
