a1,a2
14,11
15,20
16,26
15,30
17,26
19,27
22,21
18,28
40,24
37,30
42,41
47,37
54,48
50,35
50,33
48,34
24,33
32,36
37,43
25,38
21,36
16,30
17,27
14,14
9,17
1,18
1,14
12,8
10,7
5,7
5,6
1,0
