a1,a2
6,13
4,26
4,26
4,20
4,23
4,25
4,35
4,36
4,33
4,38
4,29
4,20
4,32
5,38
4,37
4,31
4,30
4,38
5,30
4,29
4,29
3,34
4,26
3,28
4,23
5,17
3,18
5,14
3,10
3,5
1,1
