a1,a2
4,220
5,653
4,703
4,740
5,824
5,982
4,850
5,903
5,627
1,738
3,1084
5,1893
5,1282
4,1194
1,985
3,1624
4,2642
4,1660
4,1453
3,1110
4,1462
5,1008
4,545
3,613
4,252
3,162
1,88
1,54
3,59
3,23
5,13
4,1
3,0
0,
