a1,a2
29,18
27,38
79,47
53,68
52,52
75,54
61,39
57,60
65,67
93,67
84,34
68,27
65,53
71,55
70,39
73,31
61,27
62,38
57,25
40,11
33,14
51,16
52,27
38,15
32,10
24,7
15,9
16,6
12,4
8,2
7,1
1,
