a1,a2
7,6
7,8
7,7
9,12
8,11
7,39
17,14
21,17
25,8
8,5
18,17
8,8
11,8
8,8
8,8
9,9
11,8
8,8
8,8
14,8
9,10
13,18
7,9
7,9
5,6
8,6
5,12
12,7
6,5
5,7
2,2
