a1,a2
312,937
647,2263
1462,2269
955,7615
1447,8251
1704,4563
1904,13783
3003,3330
1260,6572
2105,5951
2700,6979
2615,2702
1308,6085
1914,9677
2133,6368
2349,6835
1639,5520
1766,5215
1594,5113
1690,8544
722,3475
875,3553
767,2375
518,963
372,959
231,141
152,579
197,185
69,21
19,8
2,2
