a1,a2
4,14
6,19
7,19
9,44
17,53
11,57
8,57
9,67
13,102
7,88
9,81
8,49
8,65
7,70
8,69
7,51
7,40
7,39
7,47
7,47
7,37
6,45
4,30
4,31
5,24
5,23
5,12
5,12
5,10
4,7
2,2
