a1,a2
65,46
94,98
127,183
210,162
191,159
124,150
118,147
94,247
139,410
213,368
318,317
277,278
250,238
249,154
185,106
112,55
220,107
143,215
121,155
142,100
86,114
137,141
133,120
69,69
85,60
54,59
43,47
20,27
28,22
13,6
1,1
