a1,a2
6,3012
5,2599
5,4976
5,8320
4,12457
9,11100
8,17188
6,33280
7,35776
5,45593
7,36196
6,25549
6,41089
7,37831
5,20186
6,39449
8,20237
5,17947
4,12284
5,16249
4,21896
6,13831
6,7061
6,10158
6,7194
5,2638
5,532
4,230
4,16
4,5
1,1
