a1,a2
75,883
137,2394
118,4148
315,6424
255,12000
320,8490
358,9666
195,5388
440,20818
274,6375
374,9816
415,7993
862,18550
394,10713
362,14488
293,16743
289,10416
221,7871
214,8281
200,6044
191,2672
97,2416
65,1487
69,959
45,336
38,323
37,191
18,36
9,14
9,5
2,2
