a1,a2
2938,1568
4999,5560
5211,5128
8212,8441
19949,12843
9445,9780
22674,18007
24801,19212
47011,38424
68445,51336
56551,35791
80921,35973
95515,55459
85199,47397
62960,52763
50589,36520
37957,12095
36745,15939
45385,18594
49622,16153
24546,12076
15810,8236
11000,6159
4737,3234
4681,2064
2109,833
787,233
119,51
23,6
4,1
1,
