a1,a2
67,165
58,190
49,664
114,435
185,933
144,871
260,678
188,1498
212,950
415,1482
277,2386
181,3311
396,2102
140,1191
245,1459
175,1556
206,525
222,577
236,757
205,364
116,413
118,103
103,298
108,249
83,288
47,209
36,94
36,45
22,20
9,5
1,1
